Category,Entity,Question,Answer
gov_agencies,United_States_Department_of_Justice,Which individual(s) held the position of United States Deputy Attorney General while Eric Holder was the United States Attorney General and Don Verrilli was the Solicitor General of the United States?,"James M. Cole, Sally Quillian Yates"
gov_agencies,United_States_Department_of_Justice,Which individual(s) held the position of United States Associate Attorney General while William Barr was the United States Attorney General and Noel Francisco was the Solicitor General of the United States?,Claire McCusker Murray
gov_agencies,United_States_Department_of_Justice,Which individual(s) held the position of United States Attorney General while Sally Quillian Yates was the United States Deputy Attorney General and Stuart F. Delery was the United States Associate Attorney General?,Eric Holder
gov_agencies,United_States_Department_of_Justice,What position(s) did Mark Filip occupy while Michael Mukasey was serving as the United States Attorney General?,United States Deputy Attorney General
gov_agencies,United_States_Department_of_Justice,Which position(s) did Noel Francisco hold when William Barr was United States Attorney General?,Solicitor General of the United States
gov_agencies,United_States_Department_of_Justice,What position(s) did Claire McCusker Murray occupy while Jeffrey A. Rosen was serving as the United States Deputy Attorney General?,United States Associate Attorney General
gov_agencies,United_States_Department_of_Justice,"How long did Mark Filip served as United States Deputy Attorney General of United States Department of Justice?(Answer in number of days.)(Assume that tenure for a position starts when the person appears in the timeline in that role and ends when either the timeline ends, or someone else replaces him.)",1703 days
gov_agencies,United_States_Department_of_Justice,"How long did Don Verrilli served as Solicitor General of the United States of United States Department of Justice?(Answer in number of days.)(Assume that tenure for a position starts when the person appears in the timeline in that role and ends when either the timeline ends, or someone else replaces him.)",1277 days
gov_agencies,United_States_Department_of_Justice,"What was the duration of Gregory Garre's tenure as Solicitor General of the United States at the United States Department of Justice?(Answer in the number of days.) (Assume that tenure for a position starts when the person appears in the timeline in that role and ends when either the timeline ends, or someone else replaces him.)",1703 days
gov_agencies,United_States_Department_of_Justice,"What was the duration of Noel Francisco's tenure as Solicitor General of the United States at the United States Department of Justice?(Answer in the number of days.) (Assume that tenure for a position starts when the person appears in the timeline in that role and ends when either the timeline ends, or someone else replaces him.)",210 days
gov_agencies,United_States_Department_of_Justice,Name the person(s) who served as the United States Associate Attorney General of the United States Department of Justice in 2019.,"Jesse Panuccio, Claire McCusker Murray"
gov_agencies,United_States_Department_of_Justice,Which individual(s) served as the United States Attorney General in the United States Department of Justice in 2019?,"Matthew Whitaker (attorney), William Barr"
gov_agencies,United_States_Department_of_Justice,Which individual(s) served as the United States Deputy Attorney General in the United States Department of Justice in 2019?,"Jeffrey A. Rosen, Rod J. Rosenstein"
gov_agencies,United_States_Department_of_Justice,Name the person(s) who served as the Solicitor General of the United States of the United States Department of Justice in 2019.,Noel Francisco
gov_agencies,United_States_Department_of_Justice,Name the person(s) who served as the United States Associate Attorney General of the United States Department of Justice in 2013.,Tony West
gov_agencies,United_States_Department_of_Justice,Who was the United States Attorney General before Eric Holder?,Michael Mukasey
gov_agencies,United_States_Department_of_Justice,Who held the position of Solicitor General of the United States prior to Ian Gershengorn?,Don Verrilli
gov_agencies,United_States_Department_of_Justice,Who was the United States Deputy Attorney General before Jeffrey A. Rosen?,Rod J. Rosenstein
gov_agencies,United_States_Department_of_Justice,Who was the United States Associate Attorney General before Jesse Panuccio?,William Baer
gov_agencies,United_States_Department_of_Justice,Who succeeded Loretta Lynch as the United States Attorney General?,Matthew Whitaker (attorney)
gov_agencies,United_States_Department_of_Justice,Who succeeded James M. Cole as the United States Deputy Attorney General?,Sally Quillian Yates
gov_agencies,United_States_Department_of_Justice,Who was the United States Deputy Attorney General after Mark Filip?,James M. Cole
gov_agencies,United_States_Department_of_Justice,How many people served as the United States Deputy Attorney General?,5
gov_agencies,United_States_Department_of_Justice,How many individuals held the position of United States Associate Attorney General?,6
gov_agencies,United_States_Department_of_Justice,How many individuals held the position of United States Attorney General?,5
gov_agencies,United_States_Department_of_Justice,How many individuals held the position of Solicitor General of the United States?,4
gov_agencies,United_States_Department_of_Justice,Name the people who served as United States Associate Attorney General between 2015 and 2019?(including both the years),"Jesse Panuccio, Claire McCusker Murray, Stuart F. Delery, William Baer"
gov_agencies,United_States_Department_of_Justice,Name the people who served as United States Attorney General between 2008 and 2015?(including both the years),"Eric Holder, Michael Mukasey"
gov_agencies,United_States_Department_of_Justice,Who were the individuals who held the position of Solicitor General of the United States between 2008 and 2015?(including both the years),"Gregory Garre, Don Verrilli"
gov_agencies,United_States_Department_of_Justice,"Who held the position of United States Associate Attorney General for the longest duration? (Assume that tenure for a position starts when the person appears in the timeline in that role and ends when either the timeline ends, or someone else replaces him.)",Kevin J. O'Connor
gov_agencies,United_States_Department_of_Justice,"Who held the position of United States Attorney General for the shortest duration? (Assume that tenure for a position starts when the person appears in the timeline in that role and ends when either the timeline ends, or someone else replaces him.)",William Barr
gov_agencies,United_States_Department_of_Justice,"Who held the position of United States Deputy Attorney General for the longest duration? (Assume that tenure for a position starts when the person appears in the timeline in that role and ends when either the timeline ends, or someone else replaces him.)",Mark Filip
gov_agencies,United_States_Department_of_Justice,"Which person had the longest tenure as Solicitor General of the United States?(Assume that tenure for a position starts when the person appears in the timeline in that role and ends when either the timeline ends, or someone else replaces him.)",Gregory Garre
gov_agencies,Defence_Research_and_Development_Organisation,"Which individual(s) served as the Defence Minister of India during the tenure of S. Christopher as the  Secretary, Department of Defence R&D?","Manohar Parrikar, Arun Jaitley, Nirmala Sitharaman"
gov_agencies,Defence_Research_and_Development_Organisation,"Name the person(s) who served as the Secretary, Department of Defence R&D when Nirmala Sitharaman was the Defence Minister of India.","G. Satheesh Reddy, S. Christopher"
gov_agencies,Defence_Research_and_Development_Organisation,"Name the person(s) who served as the Secretary, Department of Defence R&D when G. Satheesh Reddy was the Scientific Adviser to Raksha Mantri.","G. Satheesh Reddy, S. Christopher"
gov_agencies,Defence_Research_and_Development_Organisation,"Which individual(s) served as the Scientific Adviser to Raksha Mantri during the tenure of S. Christopher as the  Secretary, Department of Defence R&D?",G. Satheesh Reddy
gov_agencies,Defence_Research_and_Development_Organisation,"Name the person(s) who served as the Defence Minister of India when Avinash Chander was the Secretary, Department of Defence R&D.",Manohar Parrikar
gov_agencies,Defence_Research_and_Development_Organisation,"Name the person(s) who served as the Defence Minister of India when G. Satheesh Reddy was the Secretary, Department of Defence R&D.",Nirmala Sitharaman
gov_agencies,Defence_Research_and_Development_Organisation,"Which individual(s) held the position of Secretary, Department of Defence R&D while G. Satheesh Reddy was the Scientific Adviser to Raksha Mantri and Nirmala Sitharaman was the Defence Minister of India?","G. Satheesh Reddy, S. Christopher"
gov_agencies,Defence_Research_and_Development_Organisation,"Which individual(s) held the position of Scientific Adviser to Raksha Mantri while G. Satheesh Reddy was the Secretary, Department of Defence R&D and Nirmala Sitharaman was the Defence Minister of India?",G. Satheesh Reddy
gov_agencies,Defence_Research_and_Development_Organisation,"Which individual(s) held the position of Scientific Adviser to Raksha Mantri while S. Christopher was the Secretary, Department of Defence R&D and Nirmala Sitharaman was the Defence Minister of India?",G. Satheesh Reddy
gov_agencies,Defence_Research_and_Development_Organisation,"Which individual(s) held the position of Defence Minister of India while S. Christopher was the Secretary, Department of Defence R&D and G. Satheesh Reddy was the Scientific Adviser to Raksha Mantri?",Nirmala Sitharaman
gov_agencies,Defence_Research_and_Development_Organisation,"Which individual(s) held the positions of Secretary, Department of Defence R&D and Scientific Adviser to Raksha Mantri simultaneously?",G. Satheesh Reddy
gov_agencies,Defence_Research_and_Development_Organisation,"Name the person(s) who first served as Scientific Adviser to Raksha Mantri and then later as Secretary, Department of Defence R&D.",G. Satheesh Reddy
gov_agencies,Defence_Research_and_Development_Organisation,"What position(s) did Manohar Parrikar occupy while Avinash Chander was serving as the Secretary, Department of Defence R&D?",Defence Minister of India
gov_agencies,Defence_Research_and_Development_Organisation,What position(s) did Nirmala Sitharaman occupy while G. Satheesh Reddy was serving as the Scientific Adviser to Raksha Mantri?,Defence Minister of India
gov_agencies,Defence_Research_and_Development_Organisation,"What position(s) did Manohar Parrikar occupy while S. Christopher was serving as the Secretary, Department of Defence R&D?",Defence Minister of India
gov_agencies,Defence_Research_and_Development_Organisation,What position(s) did S. Christopher occupy while G. Satheesh Reddy was serving as the Scientific Adviser to Raksha Mantri?,"Secretary, Department of Defence R&D"
gov_agencies,Defence_Research_and_Development_Organisation,"What was the duration of Nirmala Sitharaman's tenure as Defence Minister of India at the Defence Research and Development Organisation?(Answer in the number of days.) (Assume that tenure for a position starts when the person appears in the timeline in that role and ends when either the timeline ends, or someone else replaces him.)",356 days
gov_agencies,Defence_Research_and_Development_Organisation,"What was the duration of Arun Jaitley's tenure as Defence Minister of India at the Defence Research and Development Organisation?(Answer in the number of days.) (Assume that tenure for a position starts when the person appears in the timeline in that role and ends when either the timeline ends, or someone else replaces him.)",117 days
gov_agencies,Defence_Research_and_Development_Organisation,"How long did Manohar Parrikar served as Defence Minister of India of Defence Research and Development Organisation?(Answer in number of days.)(Assume that tenure for a position starts when the person appears in the timeline in that role and ends when either the timeline ends, or someone else replaces him.)",859 days
gov_agencies,Defence_Research_and_Development_Organisation,"What was the duration of S. Christopher's tenure as Secretary, Department of Defence R&D at the Defence Research and Development Organisation?(Answer in the number of days.) (Assume that tenure for a position starts when the person appears in the timeline in that role and ends when either the timeline ends, or someone else replaces him.)",735 days
gov_agencies,Defence_Research_and_Development_Organisation,"Which individual(s) served as the Secretary, Department of Defence R&D in the Defence Research and Development Organisation in 2018?","G. Satheesh Reddy, S. Christopher"
gov_agencies,Defence_Research_and_Development_Organisation,Name the person(s) who served as the Defence Minister of India of the Defence Research and Development Organisation in 2017.,"Arun Jaitley, Nirmala Sitharaman, Manohar Parrikar"
gov_agencies,Defence_Research_and_Development_Organisation,Which individual(s) served as the Defence Minister of India in the Defence Research and Development Organisation in 2015?,Manohar Parrikar
gov_agencies,Defence_Research_and_Development_Organisation,"Which individual(s) served as the Secretary, Department of Defence R&D in the Defence Research and Development Organisation in 2015?",Avinash Chander
gov_agencies,Defence_Research_and_Development_Organisation,Name the person(s) who served as the Defence Minister of India of the Defence Research and Development Organisation in 2016.,Manohar Parrikar
gov_agencies,Defence_Research_and_Development_Organisation,"Who was the Secretary, Department of Defence R&D before S. Christopher?",Avinash Chander
gov_agencies,Defence_Research_and_Development_Organisation,"Who held the position of Secretary, Department of Defence R&D prior to G. Satheesh Reddy?",S. Christopher
gov_agencies,Defence_Research_and_Development_Organisation,Who was the Defence Minister of India before Nirmala Sitharaman?,Arun Jaitley
gov_agencies,Defence_Research_and_Development_Organisation,Who held the position of Defence Minister of India prior to Arun Jaitley?,Manohar Parrikar
gov_agencies,Defence_Research_and_Development_Organisation,Who was the Defence Minister of India after Arun Jaitley?,Nirmala Sitharaman
gov_agencies,Defence_Research_and_Development_Organisation,"Who succeeded S. Christopher as the Secretary, Department of Defence R&D?",G. Satheesh Reddy
gov_agencies,Defence_Research_and_Development_Organisation,"Who was the Secretary, Department of Defence R&D after Avinash Chander?",S. Christopher
gov_agencies,Defence_Research_and_Development_Organisation,Who was the Defence Minister of India after Manohar Parrikar?,Arun Jaitley
gov_agencies,Defence_Research_and_Development_Organisation,How many individuals held the position of Scientific Adviser to Raksha Mantri?,1
gov_agencies,Defence_Research_and_Development_Organisation,How many people served as the Defence Minister of India?,3
gov_agencies,Defence_Research_and_Development_Organisation,"How many people served as the Secretary, Department of Defence R&D?",3
gov_agencies,Defence_Research_and_Development_Organisation,"Who were the individuals who held the position of Secretary, Department of Defence R&D between 2015 and 2017?(including both the years)","Avinash Chander, S. Christopher"
gov_agencies,Defence_Research_and_Development_Organisation,"Who were the individuals who held the position of Secretary, Department of Defence R&D between 2015 and 2018?(including both the years)","Avinash Chander, S. Christopher, G. Satheesh Reddy"
gov_agencies,Defence_Research_and_Development_Organisation,"Name the people who served as Secretary, Department of Defence R&D between 2016 and 2018?(including both the years)","G. Satheesh Reddy, S. Christopher, Avinash Chander"
gov_agencies,Defence_Research_and_Development_Organisation,Name the people who served as Defence Minister of India between 2015 and 2017?(including both the years),"Manohar Parrikar, Arun Jaitley, Nirmala Sitharaman"
gov_agencies,Defence_Research_and_Development_Organisation,"Who held the position of Defence Minister of India for the longest duration? (Assume that tenure for a position starts when the person appears in the timeline in that role and ends when either the timeline ends, or someone else replaces him.)",Manohar Parrikar
gov_agencies,Defence_Research_and_Development_Organisation,"Who held the position of Scientific Adviser to Raksha Mantri for the longest duration? (Assume that tenure for a position starts when the person appears in the timeline in that role and ends when either the timeline ends, or someone else replaces him.)",G. Satheesh Reddy
gov_agencies,Defence_Research_and_Development_Organisation,"Which person had the shortest tenure as Defence Minister of India?(Assume that tenure for a position starts when the person appears in the timeline in that role and ends when either the timeline ends, or someone else replaces him.)",Arun Jaitley
gov_agencies,Defence_Research_and_Development_Organisation,"Which person had the longest tenure as Secretary, Department of Defence R&D?(Assume that tenure for a position starts when the person appears in the timeline in that role and ends when either the timeline ends, or someone else replaces him.)",S. Christopher
gov_agencies,Department_of_the_Prime_Minister_and_Cabinet_(Australia),Which individual(s) served as the Secretary during the tenure of Nigel Scullion as the  Minister for Indigenous Affairs (Australia)?,"Martin Parkinson, Michael Thawley"
gov_agencies,Department_of_the_Prime_Minister_and_Cabinet_(Australia),Name the person(s) who served as the Minister for Women (Australia) when Nigel Scullion was the Minister for Indigenous Affairs (Australia).,"Michaelia Cash, Kelly O'Dwyer"
gov_agencies,Department_of_the_Prime_Minister_and_Cabinet_(Australia),Name the person(s) who served as the Minister for Women (Australia) when Scott Morrison was the Prime Minister of Australia.,"Kelly O'Dwyer, Marise Payne"
gov_agencies,Department_of_the_Prime_Minister_and_Cabinet_(Australia),Name the person(s) who served as the Secretary when John Faulkner was the Cabinet Secretary.,Terry Moran
gov_agencies,Department_of_the_Prime_Minister_and_Cabinet_(Australia),Name the person(s) who served as the Prime Minister of Australia when Phil Gaetjens was the Secretary.,Scott Morrison
gov_agencies,Department_of_the_Prime_Minister_and_Cabinet_(Australia),Which individual(s) served as the Cabinet Secretary during the tenure of Ken Wyatt as the  Minister for Indigenous Affairs (Australia)?,Arthur Sinodinos
gov_agencies,Department_of_the_Prime_Minister_and_Cabinet_(Australia),Which individual(s) held the position of Secretary while Nigel Scullion was the Minister for Indigenous Affairs (Australia) and Michael Keenan was the Minister Assisting the Prime Minister for the Counter-Terrorism?,"Martin Parkinson, Michael Thawley"
gov_agencies,Department_of_the_Prime_Minister_and_Cabinet_(Australia),Which individual(s) held the position of Secretary while Scott Morrison was the Prime Minister of Australia and Arthur Sinodinos was the Cabinet Secretary?,"Phil Gaetjens, Martin Parkinson"
gov_agencies,Department_of_the_Prime_Minister_and_Cabinet_(Australia),Which individual(s) held the position of Prime Minister of Australia while Nigel Scullion was the Minister for Indigenous Affairs (Australia) and Michaelia Cash was the Minister for Women (Australia)?,"Malcolm Turnbull, Tony Abbott"
gov_agencies,Department_of_the_Prime_Minister_and_Cabinet_(Australia),Which individual(s) held the position of Cabinet Secretary while Marise Payne was the Minister for Women (Australia) and Angus Taylor was the Minister Assisting the Prime Minister for the Counter-Terrorism?,Arthur Sinodinos
gov_agencies,Department_of_the_Prime_Minister_and_Cabinet_(Australia),Which individual(s) held the position of Minister for Indigenous Affairs (Australia) while Kevin Rudd was the Prime Minister of Australia and Tanya Plibersek was the Minister for Women (Australia)?,Jenny Macklin
gov_agencies,Department_of_the_Prime_Minister_and_Cabinet_(Australia),Which individual(s) held the position of Minister Assisting the Cabinet Secretary while Arthur Sinodinos was the Cabinet Secretary and Michael Keenan was the Minister Assisting the Prime Minister for the Counter-Terrorism?,Scott Ryan
gov_agencies,Department_of_the_Prime_Minister_and_Cabinet_(Australia),Which position(s) did Michaelia Cash hold when Arthur Sinodinos was Cabinet Secretary?,Minister for Women (Australia)
gov_agencies,Department_of_the_Prime_Minister_and_Cabinet_(Australia),Which position(s) did John Faulkner hold when Jenny Macklin was Minister for Indigenous Affairs (Australia)?,Cabinet Secretary
gov_agencies,Department_of_the_Prime_Minister_and_Cabinet_(Australia),What position(s) did Tanya Plibersek occupy while Kevin Rudd was serving as the Prime Minister of Australia?,Minister for Women (Australia)
gov_agencies,Department_of_the_Prime_Minister_and_Cabinet_(Australia),What position(s) did Scott Ryan occupy while Michaelia Cash was serving as the Minister for Women (Australia)?,Minister Assisting the Cabinet Secretary
gov_agencies,Department_of_the_Prime_Minister_and_Cabinet_(Australia),"How long did Alan Griffin served as Cabinet Secretary of Department of the Prime Minister and Cabinet (Australia)?(Answer in number of days.)(Assume that tenure for a position starts when the person appears in the timeline in that role and ends when either the timeline ends, or someone else replaces him.)",520 days
gov_agencies,Department_of_the_Prime_Minister_and_Cabinet_(Australia),"How long did Nigel Scullion served as Minister for Indigenous Affairs (Australia) of Department of the Prime Minister and Cabinet (Australia)?(Answer in number of days.)(Assume that tenure for a position starts when the person appears in the timeline in that role and ends when either the timeline ends, or someone else replaces him.)",1656 days
gov_agencies,Department_of_the_Prime_Minister_and_Cabinet_(Australia),"What was the duration of Michael Keenan's tenure as Minister Assisting the Prime Minister for the Counter-Terrorism at the Department of the Prime Minister and Cabinet (Australia)?(Answer in the number of days.) (Assume that tenure for a position starts when the person appears in the timeline in that role and ends when either the timeline ends, or someone else replaces him.)",1208 days
gov_agencies,Department_of_the_Prime_Minister_and_Cabinet_(Australia),"What was the duration of Joe Ludwig's tenure as Cabinet Secretary at the Department of the Prime Minister and Cabinet (Australia)?(Answer in the number of days.) (Assume that tenure for a position starts when the person appears in the timeline in that role and ends when either the timeline ends, or someone else replaces him.)",1059 days
gov_agencies,Department_of_the_Prime_Minister_and_Cabinet_(Australia),Which individual(s) served as the Prime Minister of Australia in the Department of the Prime Minister and Cabinet (Australia) in 2008?,Kevin Rudd
gov_agencies,Department_of_the_Prime_Minister_and_Cabinet_(Australia),Name the person(s) who served as the Minister Assisting the Prime Minister for the Counter-Terrorism of the Department of the Prime Minister and Cabinet (Australia) in 2017.,Michael Keenan
gov_agencies,Department_of_the_Prime_Minister_and_Cabinet_(Australia),Who held the position of Prime Minister of Australia prior to Scott Morrison?,Malcolm Turnbull
gov_agencies,Department_of_the_Prime_Minister_and_Cabinet_(Australia),Who held the position of Minister for Women (Australia) prior to Michaelia Cash?,Julie Collins
gov_agencies,Department_of_the_Prime_Minister_and_Cabinet_(Australia),Who held the position of Minister for Indigenous Affairs (Australia) prior to Nigel Scullion?,Jenny Macklin
gov_agencies,Department_of_the_Prime_Minister_and_Cabinet_(Australia),Who held the position of Secretary prior to Michael Thawley?,Dr Ian Watt
gov_agencies,Department_of_the_Prime_Minister_and_Cabinet_(Australia),Who was the Minister Assisting the Prime Minister for the Counter-Terrorism after Michael Keenan?,Angus Taylor
gov_agencies,Department_of_the_Prime_Minister_and_Cabinet_(Australia),Who succeeded Jenny Macklin as the Minister for Indigenous Affairs (Australia)?,Nigel Scullion
gov_agencies,Department_of_the_Prime_Minister_and_Cabinet_(Australia),Who succeeded Michael Thawley as the Secretary?,Martin Parkinson
gov_agencies,Department_of_the_Prime_Minister_and_Cabinet_(Australia),Who was the Cabinet Secretary after Joe Ludwig?,Jason Clare
gov_agencies,Department_of_the_Prime_Minister_and_Cabinet_(Australia),How many people served as the Minister Assisting the Prime Minister for the Counter-Terrorism?,3
gov_agencies,Department_of_the_Prime_Minister_and_Cabinet_(Australia),How many people served as the Prime Minister of Australia?,5
gov_agencies,Department_of_the_Prime_Minister_and_Cabinet_(Australia),How many people served as the Minister Assisting the Cabinet Secretary?,1
gov_agencies,Department_of_the_Prime_Minister_and_Cabinet_(Australia),Who were the individuals who held the position of Cabinet Secretary between 2013 and 2020?(including both the years),"Jason Clare, Alan Griffin, Arthur Sinodinos"
gov_agencies,Department_of_the_Prime_Minister_and_Cabinet_(Australia),Name the people who served as Prime Minister of Australia between 2013 and 2020?(including both the years),"Scott Morrison, Julia Gillard, Tony Abbott, Malcolm Turnbull"
gov_agencies,Department_of_the_Prime_Minister_and_Cabinet_(Australia),Who were the individuals who held the position of Minister Assisting the Prime Minister for the Counter-Terrorism between 2015 and 2020?(including both the years),"Michael Keenan, Angus Taylor"
gov_agencies,Department_of_the_Prime_Minister_and_Cabinet_(Australia),"Who held the position of Minister for Indigenous Affairs (Australia) for the longest duration? (Assume that tenure for a position starts when the person appears in the timeline in that role and ends when either the timeline ends, or someone else replaces him.)",Jenny Macklin
gov_agencies,Department_of_the_Prime_Minister_and_Cabinet_(Australia),"Which person had the shortest tenure as Minister for Indigenous Affairs (Australia)?(Assume that tenure for a position starts when the person appears in the timeline in that role and ends when either the timeline ends, or someone else replaces him.)",Ken Wyatt
gov_agencies,Department_of_the_Prime_Minister_and_Cabinet_(Australia),"Which person had the longest tenure as Minister Assisting the Prime Minister for the Counter-Terrorism?(Assume that tenure for a position starts when the person appears in the timeline in that role and ends when either the timeline ends, or someone else replaces him.)",Michael Keenan
gov_agencies,Department_of_the_Prime_Minister_and_Cabinet_(Australia),"Who held the position of Secretary for the longest duration? (Assume that tenure for a position starts when the person appears in the timeline in that role and ends when either the timeline ends, or someone else replaces him.)",Terry Moran
gov_agencies,Central_Intelligence_Agency,Which individual(s) served as the Director of National Intelligence during the tenure of Courtney Simmons Elwood as the  General Counsel?,"Avril Haines, Dan Coats"
gov_agencies,Central_Intelligence_Agency,Which individual(s) served as the Deputy Director of the Central Intelligence Agency during the tenure of Stephen W. Preston as the  General Counsel?,"Michael Morell, Michael J. Morell"
gov_agencies,Central_Intelligence_Agency,Name the person(s) who served as the Director of the Central Intelligence Agency when Courtney Simmons Elwood was the General Counsel.,"Gina Haspel, Mike Pompeo, William Joseph Burns"
gov_agencies,Central_Intelligence_Agency,Which individual(s) served as the Director of the Central Intelligence Agency during the tenure of Michael Morell as the  Deputy Director of the Central Intelligence Agency?,"John O. Brennan, Michael Morell"
gov_agencies,Central_Intelligence_Agency,Name the person(s) who served as the Director of National Intelligence when General Michael Hayden USAF was the Director of the Central Intelligence Agency.,John Michael McConnell
gov_agencies,Central_Intelligence_Agency,Which individual(s) served as the Associate Deputy Director during the tenure of General Michael Hayden USAF as the  Director of the Central Intelligence Agency?,Scott White
gov_agencies,Central_Intelligence_Agency,Name the person(s) who served as the General Counsel when Michael J. Morell was the Deputy Director of the Central Intelligence Agency.,Stephen W. Preston
gov_agencies,Central_Intelligence_Agency,Which individual(s) held the position of Deputy Director of the Central Intelligence Agency while Courtney Simmons Elwood was the General Counsel and Dan Coats was the Director of National Intelligence?,"Gina Haspel, Vaughn Bishop"
gov_agencies,Central_Intelligence_Agency,Which individual(s) held the position of Director of the Central Intelligence Agency while Michael Morell was the Deputy Director of the Central Intelligence Agency and James Clapper was the Director of National Intelligence?,"John O. Brennan, Michael Morell"
gov_agencies,Central_Intelligence_Agency,Which individual(s) held the position of Director of the Central Intelligence Agency while Stephen W. Preston was the General Counsel and James Clapper was the Director of National Intelligence?,"John O. Brennan, Michael Morell"
gov_agencies,Central_Intelligence_Agency,Which individual(s) held the position of General Counsel while John O. Brennan was the Director of the Central Intelligence Agency and Avril Haines was the Deputy Director of the Central Intelligence Agency?,"Robert Joseph Eatinger, Jr."
gov_agencies,Central_Intelligence_Agency,Which individual(s) held the position of Director of National Intelligence while Gina Haspel was the Director of the Central Intelligence Agency and Vaughn Bishop was the Deputy Director of the Central Intelligence Agency?,Dan Coats
gov_agencies,Central_Intelligence_Agency,Which individual(s) held the position of General Counsel while Leon Panetta was the Director of the Central Intelligence Agency and Michael J. Morell was the Deputy Director of the Central Intelligence Agency?,Stephen W. Preston
gov_agencies,Central_Intelligence_Agency,Which individual(s) held the positions of Director of the Central Intelligence Agency and Deputy Director of the Central Intelligence Agency simultaneously?,Michael Morell
gov_agencies,Central_Intelligence_Agency,Which individual(s) served first as the Deputy Director of the Central Intelligence Agency and later as the Director of National Intelligence?,Avril Haines
gov_agencies,Central_Intelligence_Agency,Name the person(s) who first served as Deputy Director of the Central Intelligence Agency and then later as Director of the Central Intelligence Agency.,Gina Haspel
gov_agencies,Central_Intelligence_Agency,Which position(s) did Dennis Blair hold when Stephanie O'Sullivan was Associate Deputy Director?,Director of National Intelligence
gov_agencies,Central_Intelligence_Agency,What position(s) did John Michael McConnell occupy while Stephen Kappes was serving as the Deputy Director of the Central Intelligence Agency?,Director of National Intelligence
gov_agencies,Central_Intelligence_Agency,Which position(s) did Leon Panetta hold when Michael J. Morell was Deputy Director of the Central Intelligence Agency?,Director of the Central Intelligence Agency
gov_agencies,Central_Intelligence_Agency,"What was the duration of John A. Rizzo's tenure as General Counsel at the Central Intelligence Agency?(Answer in the number of days.) (Assume that tenure for a position starts when the person appears in the timeline in that role and ends when either the timeline ends, or someone else replaces him.)",581 days
gov_agencies,Central_Intelligence_Agency,"How long did Scott White served as Associate Deputy Director of Central Intelligence Agency?(Answer in number of days.)(Assume that tenure for a position starts when the person appears in the timeline in that role and ends when either the timeline ends, or someone else replaces him.)",581 days
gov_agencies,Central_Intelligence_Agency,"How long did Vaughn Bishop served as Deputy Director of the Central Intelligence Agency of Central Intelligence Agency?(Answer in number of days.)(Assume that tenure for a position starts when the person appears in the timeline in that role and ends when either the timeline ends, or someone else replaces him.)",1192 days
gov_agencies,Central_Intelligence_Agency,Name the person(s) who served as the Director of the Central Intelligence Agency of the Central Intelligence Agency in 2018.,"Gina Haspel, Mike Pompeo"
gov_agencies,Central_Intelligence_Agency,Name the person(s) who served as the General Counsel of the Central Intelligence Agency in 2014.,"Stephen W. Preston, Robert Joseph Eatinger, Jr."
gov_agencies,Central_Intelligence_Agency,Which individual(s) served as the Deputy Director of the Central Intelligence Agency in the Central Intelligence Agency in 2018?,"Gina Haspel, Vaughn Bishop"
gov_agencies,Central_Intelligence_Agency,Name the person(s) who served as the Deputy Director of the Central Intelligence Agency of the Central Intelligence Agency in 2013.,Michael Morell
gov_agencies,Central_Intelligence_Agency,Name the person(s) who served as the Director of National Intelligence of the Central Intelligence Agency in 2012.,James Clapper
gov_agencies,Central_Intelligence_Agency,Which individual(s) served as the Director of National Intelligence in the Central Intelligence Agency in 2021?,Avril Haines
gov_agencies,Central_Intelligence_Agency,"Who was the General Counsel before Robert Joseph Eatinger, Jr.?",Stephen W. Preston
gov_agencies,Central_Intelligence_Agency,Who was the General Counsel before Stephen W. Preston?,John A. Rizzo
gov_agencies,Central_Intelligence_Agency,Who held the position of Deputy Director of the Central Intelligence Agency prior to Michael J. Morell?,Stephen Kappes
gov_agencies,Central_Intelligence_Agency,Who held the position of Deputy Director of the Central Intelligence Agency prior to Michael Morell?,Michael J. Morell
gov_agencies,Central_Intelligence_Agency,Who was the Director of the Central Intelligence Agency after Michael Morell?,John O. Brennan
gov_agencies,Central_Intelligence_Agency,Who succeeded Avril Haines as the Deputy Director of the Central Intelligence Agency?,Gina Haspel
gov_agencies,Central_Intelligence_Agency,Who succeeded Stephen W. Preston as the General Counsel?,"Robert Joseph Eatinger, Jr."
gov_agencies,Central_Intelligence_Agency,How many people served as the General Counsel?,6
gov_agencies,Central_Intelligence_Agency,How many individuals held the position of Director of the Central Intelligence Agency?,7
gov_agencies,Central_Intelligence_Agency,How many individuals held the position of Deputy Director of the Central Intelligence Agency?,8
gov_agencies,Central_Intelligence_Agency,How many individuals held the position of Associate Deputy Director?,3
gov_agencies,Central_Intelligence_Agency,Name the people who served as Associate Deputy Director between 2008 and 2012?(including both the years),"V. Sue Bromley, Stephanie O'Sullivan, Scott White"
gov_agencies,Central_Intelligence_Agency,Who were the individuals who held the position of Director of National Intelligence between 2008 and 2010?(including both the years),"John Michael McConnell, Dennis Blair"
gov_agencies,Central_Intelligence_Agency,Name the people who served as Deputy Director of the Central Intelligence Agency between 2008 and 2012?(including both the years),"Michael Morell, Stephen Kappes, Michael J. Morell"
gov_agencies,Central_Intelligence_Agency,Name the people who served as Associate Deputy Director between 2012 and 2014?(including both the years),V. Sue Bromley
